id,section_id,code,language,order
55bda716-01a5-43a3-a360-698f2b37f08c,d589e727-73a7-5319-8cb3-5d983a67bdbe,"{     ""type"": ""Color"",     ""label"": {         ""en"": ""Text color"",         ""fr"": ""Couleur du texte""     },     ""options"": {         ""nullable"": true, // boolean (default: false). If true color can be null         ""gradient"": true // boolean (default: false). If true can return gradient string     } },",unknown,1
0f471db1-47c1-40ab-8ef8-5d001f9fffe6,052f6db7-31b5-5de0-a3b1-39a80ec7504b,"{     ""type"": ""CssFilter"",     ""label"": {         ""en"": ""Filters"",         ""fr"": ""Filtres""     }, },",unknown,1
08de6e36-d299-48be-beb7-24b8b9e07e64,e3bd928c-aad3-5e92-a128-97716cb49bd6,"{     ""type"": ""FontFamily"",     ""label"": {         ""en"": ""Font Family"",     }, },",unknown,1
2f779688-71f7-48c4-8121-cdbf39abeea9,3fa490b7-e41f-5665-95cb-db6d0d2ec9f3,"{     ""type"": ""Icon"",     ""label"": {         ""en"": ""Icon"",     }, },",unknown,1
8a7196e4-0f0c-43a6-b00d-2ecb2b933e7e,26a3f25c-a796-5374-8c60-354b35b972d5,"{     ""type"": ""Image"",     ""label"": {         ""en"": ""Image"",         ""fr"": ""Image""     }, },",unknown,1
42f76b10-8954-46c2-aa38-b6ea71c59892,b2dafd1d-768e-55c8-91db-b53cc2e835ad,"{     label: {         en: 'Text',         fr: 'Texte',     },     type: 'Info',     options: {         text: { en: 'Click text to edit' },     }, },",unknown,1
1e65db6a-663f-4db2-8291-b5de12d2c182,52cfdf02-6bf1-5eb2-abca-b04b4d442f2e,"{   ""type"": ""Length"",   ""label"": {     ""en"": ""Size"",     ""fr"": ""Taille""   },   ""options"": {     ""unitChoices"": [       { ""value"": ""px"", ""label"": ""px"", ""min"": 1, ""max"": 1000 },       { ""value"": ""%"", ""label"": ""%"", ""min"": 1, ""max"": 100 }     ]   } }",unknown,1
1dd0379b-b3d7-4da6-8850-4147065a7511,40da5e1c-6281-5cb0-926b-de1c737cc04b,"{   ""type"": ""Number"",   ""label"": {     ""en"": ""Number of columns"",     ""fr"": ""Nombres de colonnes""   },   ""options"": {     ""min"": 1, // default 0     ""max"": 10, // default 100,     ""step"": 1 // default 1   } }",unknown,1
11d431af-c725-4b97-8034-373250cf0d01,997faaf3-f0ef-56c3-a55c-f645103d58be,"{     type: ""Object"",     label: { ""en"": ""Parameters"" },     options: {         item: {             {                 prop1: [...] // Content property                 prop2: [...] // Content property             }         },     } }",unknown,1
12c1e881-5e4c-4eed-8df4-112796879ece,1ec68291-7448-529c-9c96-198dfc954a45,"{   ""type"": ""OnOff"",   ""label"": {     ""en"": ""Use icon?"",     ""fr"": ""Utiliser un icône?""   } }",unknown,1
bb5c0737-9d5d-4e49-8167-383920754afc,f7b61a6a-83c6-5fa3-a48e-89945adc7eca,"{   ""type"": ""Script"",   ""label"": {     ""en"": ""Custom js""   } }",unknown,1
c5e258eb-d7bd-4023-8af5-e371d1672eec,7fefd2aa-2107-543e-bd62-dd9ba778177a,"{   ""type"": ""Section"",   ""label"": {     ""en"": ""Section""   } }",unknown,1
efae88d5-b2f4-47e8-a06d-ea2581aa3e91,a27de34d-129d-5e0b-80d7-897c433ab2e4,"{   ""type"": ""Shadows"",   ""label"": {     ""en"": ""Shadows"",     ""fr"": ""Ombres""   },   ""options"": {     ""isText"": true // default: false. If true return text-shadow css compatible value   } }",unknown,1
9642a07b-d4e1-47ce-a2f6-31852fb13969,dfb82c62-b867-502f-9184-f3670fbc993c,"{   ""label"": { ""en"": ""Alt"", ""fr"": ""Alt"" },   ""type"": ""Text"",   ""options"": {     ""placeholder"": ""Image description"" // all input[type = text] options are supported   } }",unknown,1
62a17236-461c-4b3e-b72b-b61fa4d145ca,8cc045ab-6092-5892-82f5-5e962e48d8c8,"{   ""label"": { ""en"": ""Description"", ""fr"": ""Description"" },   ""type"": ""Textarea"",   ""options"": {     ""placeholder"": ""Image description"" // all textarea options are supported   } }",unknown,1
cd1a4342-4734-4b12-9a48-2f343b81d07f,d9b13d3a-6c29-52ff-ae58-f7c467991291,"{     ""type"": ""TextRadioGroup"",     ""label"": {         ""en"": ""Alignement"",         ""fr"": ""Alignement""     }     ""options"": {         ""choices"": [             {                 ""value"": ""left"",                 ""default"": true,                 ""title"": { ""en"": ""Left"", ""fr"": ""Gauche"" },                 ""icon"": ""text-align-left""             },             { ""value"": ""center"", ""title"": { ""en"": ""Center"", ""fr"": ""Milieu"" }, ""icon"": ""text-align-center"" },             { ""value"": ""right"", ""title"": { ""en"": ""Right"", ""fr"": ""Droite"" }, ""icon"": ""text-align-right"" },             {                 ""value"": ""justify"",                 ""title"": { ""en"": ""Justify"", ""fr"": ""Justifié"" },                 ""icon"": ""text-align-justify""             }         ]     } }",unknown,1
cb0c4b2d-2c0c-4915-ad7f-ae826d513d6d,1ee36f95-1db0-576f-a754-d7488626b836,"{   ""label"": {     ""en"": ""Font weight"",     ""fr"": ""Graisse""   },   ""type"": ""TextSelect"",   ""options"": {     ""options"": [       { ""value"": null, ""label"": { ""en"": ""Default"", ""fr"": ""Par défaut"" } },       { ""value"": 100, ""label"": { ""en"": ""100 - Thin"" } },       { ""value"": 200, ""label"": { ""en"": ""200 - Extra Light"" } },       { ""value"": 300, ""label"": { ""en"": ""300 - Light"" } },       { ""value"": 400, ""label"": { ""en"": ""400 - Normal"" } },       { ""value"": 500, ""label"": { ""en"": ""500 - Medium"" } },       { ""value"": 600, ""label"": { ""en"": ""600 - Semi Bold"" } },       { ""value"": 700, ""label"": { ""en"": ""700 - Bold"" } },       { ""value"": 800, ""label"": { ""en"": ""800 - Extra Bold"" } },       { ""value"": 900, ""label"": { ""en"": ""900 - Black"" } }     ]   } }",unknown,1
0112e1e0-1a5d-487c-95ff-40900727e55e,b8ed64e1-f363-5d77-8939-3443934fc6f3,"{   ""label"": { ""en"": ""Video url"", ""fr"": ""Video url"" },   ""type"": ""Video"" }",unknown,1
60fd095a-3395-4524-8a95-2dc0e47635db,93ee589d-292f-5f48-8095-b77daf2c5e04,"infoTag: content => ({     color: 'var(--ww-color-blue-500)',     backgroundColor: 'var(--ww-color-blue-100)',     text: content.tag === 'button' ? 'BTN' : content.tag && content.tag.toUpperCase()     action: () => {         // anything you want to do on click     } }),",unknown,1
06d9c4f2-cbdb-4f37-a84e-1be2ba3722d0,ca3efd09-6631-55b9-9374-9be23bfa9624,type InfoTag = {   color: string;   backgroundColor: string;   text?: string;   icon?: string;   action: function; };,unknown,1
fa0730b4-eaf4-4256-9a1e-66881d1671ce,924dab24-cc73-5dfe-b05d-e17cb84c899c,"export default {   // [...]   props: {     content: { type: ""Object"", required: true },   },   computed: {     textStyle() {       return {         color: this.content.textColor,       };     },   },   // [...] };",unknown,1
f6cbd2b5-7bf6-475a-a7a6-b6c30793cbd7,924dab24-cc73-5dfe-b05d-e17cb84c899c,"<h1 :style=""textStyle"">My Title</h1>",unknown,2
ecf8cadc-50f2-480d-9f25-5e907843d685,c65fddd6-e15a-5ef5-951d-b20e6f372574,"export default {   editor: {     label: {       en: ""My Element"",     },   },   properties: {     textColor: {       label: {         en: ""Text color"",       },       type: ""Color"",       defaultValue: ""#F23636"",     },   }, };",unknown,1
34d6904a-31da-4abd-8558-044115024866,cd69770f-fe3e-567c-8741-d702ecc6d623,npm init @weweb/component,unknown,1
31c9774e-01d3-4f17-8325-e64eecc98bcd,cd69770f-fe3e-567c-8741-d702ecc6d623,yarn create @weweb/component,unknown,2
1e1981be-b707-4089-aa41-0733fcffb6e4,cd69770f-fe3e-567c-8741-d702ecc6d623,"# npm 6.x (use npm -v to know your version) npm init @weweb/component my-element --type element npm init @weweb/component hero-section --type section  # npm 7+, extra double-dash is needed (use npm -v to know your version) npm init @weweb/component my-element -- --type element npm init @weweb/component hero-section -- --type section  # yarn yarn create @weweb/component my-element --type element yarn create @weweb/component hero-section --type section",unknown,3
35bf502f-7db1-43ed-b72c-119e7bdf61bf,34529139-d02b-5dc3-ac0d-174508ef7eb2,# Install dependencies npm install  # Start with default 8080 port npm run serve  # Or give a port (usefull if you are developing several components) npm run serve -- port=4040,unknown,1
adc4185b-0151-495d-85f0-be78280edda1,34529139-d02b-5dc3-ac0d-174508ef7eb2,# Install dependencies yarn  # Start with default 8080 port yarn serve  # Or give a port (usefull if you are developing several components) yarn serve -- port=4040,unknown,2
c2eb19ce-1872-4de0-8756-4d3f5228d33f,4559690d-7abb-5c33-87c3-9cee171f480c,"{   ""email"": ""mockemail@email.com"",   ""password"": ""mockpassword"" }",unknown,1
6c410599-313e-4c7d-b992-1c3442da88b6,cdf98416-15e1-501b-82e4-18e0d858a3eb,"<button type=""button"" class=""btn btn-primary"">Primary</button> <button type=""button"" class=""btn btn-secondary"">Secondary</button> <button type=""button"" class=""btn btn-success"">Success</button> <button type=""button"" class=""btn btn-danger"">Danger</button> <button type=""button"" class=""btn btn-warning"">Warning</button> <button type=""button"" class=""btn btn-info"">Info</button> <button type=""button"" class=""btn btn-light"">Light</button> <button type=""button"" class=""btn btn-dark"">Dark</button> <button type=""button"" class=""btn btn-link"">Link</button>",unknown,1
e0175ffd-95ec-410d-aeb8-f3bab7efe319,d4de829e-eee5-5d15-b0fb-95a15d7e3076,"[     {         ""headerName"": ""Name"",         ""cellDataType"": ""text"",          ""field"": ""name"",         ""width"": ""200px"",         ""sortable"": true     },     {         ""headerName"": ""Price"",         ""cellDataType"": ""number"",         ""field"": ""price"",          ""width"": ""100px"",         ""sortable"": true     },     {         ""headerName"": ""In Stock"",         ""cellDataType"": ""boolean"",         ""field"": ""inStock"",         ""width"": ""100px""     },     {         ""headerName"": ""Product Image"",         ""cellDataType"": ""image"",         ""field"": ""thumbnail"",         ""imageWidth"": ""50px"",         ""imageHeight"": ""50px""     },     {         ""headerName"": ""Actions"",          ""cellDataType"": ""action"",         ""field"": ""edit"",         ""actionName"": ""editRow"",         ""actionLabel"": ""Edit""     } ]",unknown,1
13d8c43e-02b2-4ba2-8b3f-040ec01dd181,71c4aa3d-089e-568e-bb5a-43fc05970c29,I want to edit this forked datagrid so that I can change the styling of the pagination,unknown,1
78bd71a2-b848-4823-8681-eec67332dfa1,fe747478-8281-56e4-9eca-eacaf6e5eed1,"{   actionName: ""edit"",   row: {     id: 42,     name: ""Product A"",     price: 29.99,     inStock: true   },   id: 42,   index: 5,   displayIndex: 2 }",unknown,1
b28481ce-cf1d-4e6f-b499-3bd351a73c14,c1bfcb15-6771-52ed-864b-8665ffeefec8,"{   oldValue: 29.99,   newValue: 24.99,   columnId: ""price"",   row: {     id: 42,     name: ""Product A"",     price: 24.99,     inStock: true   } }",unknown,1
521f0017-2506-46b5-941f-51a00ad7c541,b3822389-951b-51e6-b457-21734a0357d8,"{   row: {     id: 42,     name: ""Product A"",     price: 29.99,     inStock: true   } }",unknown,1
b94b1cad-0fca-4a72-adac-8476138f4ef1,4c936b4e-47c8-5096-aeed-0c3b102e20ed,"{   ""weekDays"": [""Monday"", ""Tuesday"", ""Wednesday"", ""Thursday"", ""Friday"", ""Saturday"", ""Sunday""],   ""months"": [""January"", ""February"", ""March"", ""April"", ""May"", ""June"", ""July"", ""August"", ""September"", ""October"", ""November"", ""December""],   ""years"": ""Years"",   ""year"": ""Year"",   ""month"": ""Month"",   ""week"": ""Week"",   ""day"": ""Day"",   ""today"": ""Today"",   ""noEvent"": ""No Event"",   ""allDay"": ""All day"",   ""deleteEvent"": ""Delete"",   ""createEvent"": ""Create an event"",   ""dateFormat"": ""dddd D MMMM YYYY"" }",unknown,1
a8d22093-3cf9-4d73-bb42-a598d96360cb,aaaa657f-0189-54eb-9696-34e8c5a7d3d2,"{   ""email"": ""user@example.com"",   ""password"": ""example1"" }",unknown,1
2482907d-9fca-49c9-a25b-ed1b91000c67,aaaa657f-0189-54eb-9696-34e8c5a7d3d2,"{   ""email"": {     ""value"": ""user@example.com"",     ""isValid"": undefined   },   ""password"": {     ""value"": ""example1"",     ""isValid"": undefined   } }",unknown,2
44998db0-e650-4d1d-8a82-ad57a81d2c63,8be1dbf3-388c-5e0b-ae70-5c0b13fdf396,"{   ""email"": {     ""value"": ""user@example.com"",     ""isValid"": true  // This field passes validation   },   ""password"": {     ""value"": ""ex"",     ""isValid"": false  // This field fails validation (too short)   } }",unknown,1
0e18a9a5-e718-4e18-b938-eef61b09598a,47a14ad9-02fb-5a75-a887-e5bbbea548f4,"/* Declare your search term variable */ const search = {searchInputVar}  /* Define your regular expression */ var regEx = new RegExp(""(""+search.replace(/([\^\$\.\\\(\)\[\}\{\}\+\*\?\<\>\=\-\|\:\!\&])/g, '\\$1')+"")"" , ""ig"");  /* Sanitize the result text */ const sanitizedText = wwFormulas.sanitize({searchResultText})  /* Style the result text that matches the regular expression with a red color and yellow background */ return search ? sanitizedText.replace(regEx, `<span style=""color:red; background: yellow"">$1</span>`) : sanitizedText",unknown,1
500ace38-eb93-42ef-b882-c1587c0c5daa,a329ff4c-d604-550a-974e-cac0f7e5b8e8,Modify this forked Skeleton Loader to add a 'Bounce' animation type that adds a subtle vertical movement effect,unknown,1
6ffd4c51-b227-44ca-bf20-c3c456b89ee1,337b4c3c-185c-5c8a-9d1b-cd1c28b38883,Update this forked Skeleton Loader to add a property for controlling the animation speed,unknown,1
a7a1fe62-f3ea-4bb6-b288-f902e604c1e1,4273b360-3593-512c-9647-eb9b0f29c0d8,"[     {""name"": ""Quentin"", ""role"": ""admin""},     {""name"": ""Joyce"", ""role"": ""normal""},     {""name"": ""Aurélie"", ""role"": ""admin""},     {""name"": ""Kévin"", ""role"": ""normal""} ]",unknown,1
dba09467-4491-4962-a74b-15e34fc42181,259d822a-1e14-5fae-96ab-b372c58a4d0c,"[     {""name"": ""Quentin"", ""role"": ""admin""},     {""name"": ""Joyce"", ""role"": ""normal""},     {""name"": ""Aurélie"", ""role"": ""admin""},     {""name"": ""Kévin"", ""role"": ""normal""} ]",unknown,1
5f7d3438-099f-4465-8065-64e522548765,772d1c4d-9852-512e-a605-d2e5b1a46524,"[     {""name"": ""Quentin"", ""role"": ""admin""},     {""name"": ""Joyce"", ""role"": ""normal""},     {""name"": ""Aurélie"", ""role"": ""admin""},     {""name"": ""Kévin"", ""role"": ""normal""} ]",unknown,1
f0dbb3e6-99be-41b3-b86f-a76a3ee65162,bdebbd66-07ca-5f68-bf7e-be70963af72c,"[     {""name"": ""Quentin"", ""role"": ""admin""},     {""name"": ""Joyce"", ""role"": ""normal""},     {""name"": ""Aurélie"", ""role"": ""admin""},     {""name"": ""Kévin"", ""role"": ""normal""} ]",unknown,1
106399b3-426c-4d82-b9e3-dc9be56ecd2a,472db60e-a931-5d13-b585-529edc0c1184,"[     {""name"": ""Quentin"", ""role"": ""admin""},     {""name"": ""Joyce"", ""role"": ""normal""},     {""name"": ""Aurélie"", ""role"": ""admin""},     {""name"": ""Kévin"", ""role"": ""normal""} ]",unknown,1
20532d8e-beea-4785-b543-171a4b0d7879,82dad58c-195a-5951-95d7-7467f7575039,"[     { ""name"": ""Quentin"", ""role"": ""admin"" },     { ""name"": ""Joyce"", ""role"": ""normal"" },     { ""name"": ""Aurélie"", ""role"": ""admin"" },     { ""name"": ""Kévin"", ""role"": ""normal"" },     { ""name"": ""Raphael"", ""role"": ""superAdmin"" } ]",unknown,1
cfdb59c3-fad6-4b7e-8444-e106102d2d48,3db8e039-a3c5-5ca2-aa75-a83e29048500,"[     { ""name"": ""Quentin"", ""role"": ""admin"" },     { ""name"": ""Joyce"", ""role"": ""normal"" },     { ""name"": ""Aurélie"", ""role"": ""admin"" },     { ""name"": ""Kévin"", ""role"": ""normal"" },     { ""name"": ""Raphael"", ""role"": ""superAdmin"" } ]",unknown,1
315712df-9fda-4247-ba52-512244a0aba9,31b4e6de-4adf-5006-86eb-7f9730faab9e,"// countries array [     ""France"",     ""USA"",     ""Belgium"",     ""Croatia"" ]  // countries2 array [     ""Germany"",     ""India"",     ""Japan"" ]",unknown,1
3ca38c65-7a17-435f-8a39-2fff055c7d75,d1672f07-ec46-59e6-9ad4-42ae63d74a81,"// countries array [     ""France"",     ""USA"",     ""Belgium"",     ""Croatia"" ]",unknown,1
3dbce7df-2eff-4b72-9035-d52ef3d94d6a,50ec7bbe-b7a6-57a4-bc85-a6dec35f7473,"// countries array [     ""France"",     ""USA"",     ""Belgium"",     ""Croatia"" ]",unknown,1
6de93f2f-586c-44fe-9cfb-8fee4dac7773,2756572f-2fba-5a68-9252-79e9199eb567,"[     { ""name"": ""Quentin"", ""role"": ""admin"" },     { ""name"": ""Joyce"", ""role"": ""normal"" },     { ""name"": ""Aurélie"", ""role"": ""admin"" },     { ""name"": ""Kévin"", ""role"": ""normal"" },     { ""name"": ""Raphael"", ""role"": ""superAdmin"" } ]",unknown,1
12c72026-d116-4151-8839-87ae84fa34e2,89d069a7-fe00-5619-a87f-48c838b9397f,"[     ""France"",     ""USA"",     ""Belgium"",     ""Croatia"" ]",unknown,1
8cb9cf67-6eb0-4ebe-a3b1-6fc33a87d420,734a85bf-2c75-5c39-9060-a74fd101162c,"[     { ""name"": ""Quentin"", ""role"": ""admin"" },     { ""name"": ""Joyce"", ""role"": ""normal"" },     { ""name"": ""Aurélie"", ""role"": ""admin"" },     { ""name"": ""Kévin"", ""role"": ""normal"" },     { ""name"": ""Raphael"", ""role"": ""superAdmin"" } ]",unknown,1
0deef3a8-1321-45c5-8b0d-5cb386353b04,a0a60e6f-6bfa-558a-8bd4-a38ff8225787,"[     ""France"",     ""USA"",     ""Belgium"",     ""Croatia"" ]",unknown,1
fcf4e9d2-8f50-40e8-8cc3-acba905f4b19,00ecd0fb-5511-5ff3-859b-d6e0e790049f,"[     { ""name"": ""Quentin"", ""role"": ""admin"" },     { ""name"": ""Joyce"", ""role"": ""normal"" },     { ""name"": ""Aurélie"", ""role"": ""admin"" },     { ""name"": ""Kévin"", ""role"": ""normal"" },     { ""name"": ""Raphael"", ""role"": ""superAdmin"" } ]",unknown,1
d01d860e-87d9-4df5-9c20-7d76fcbaa26b,2d79c6e1-e646-5b34-9041-b9c95462968b,"[     {""name"": ""Quentin"", ""orders"": 3},     {""name"": ""Kevin"", ""orders"": 2},     {""name"": ""Joyce"", ""orders"": 1},     {""name"": ""Damien"", ""orders"": 5} ]",unknown,1
9fce414d-ce26-413d-af1d-e9907b5f44c1,753b837d-3fb0-59a4-935b-d3d5a764e905,"{     name: ""quentin"",     age: 29,     job: ""growth"" }",unknown,1
188744c4-3609-45c4-9e60-59e69615c6eb,8d382a68-c2e5-5e1b-91d1-f0130cfe04fc,"{     name: ""quentin"",     age: 29,     job: ""growth"" }",unknown,1
e3c1ce42-b492-4d87-91a4-0eb6e4c94efe,beb32ede-8dab-559c-a36c-f48c569f5cc3,"{     name: ""quentin"",     age: 29,     job: ""growth"" }",unknown,1
acaf6773-5ac6-47ef-bfe1-f9984ddc2522,fef4984e-e72b-5c7e-af54-efb8c2c8f6bd,"{     name: ""quentin"",     age: 29,     job: ""growth"" }",unknown,1
