id,page_id,section_id,title,content,order
f4bef0d5-0733-5466-955b-0b9e9ef9d28f,ca7a3979-5c69-500e-9ebd-947f5619ac39,customize-the-item,Customize the item ​,wwLayout by default just repeats the elements. But it also has a scoped slot you can customize to add extra style or property. This is useful to create a card for example or for the editing experience. Here is an example: You can see more options of wwLayout here,4
3ad482dc-1ca3-5bac-b270-b5695b2f0d6f,ca7a3979-5c69-500e-9ebd-947f5619ac39,bind-the-content,Bind the content ​,"If you want, you can mark your content property linked to your dropzone as bindable, with a special binding: repeatable When you do that, wwLayout will repeat its first child element for each item in the collection list bound to it, and it will set a binding context for each item. You can learn more about binding here",5
a104f71c-6762-56ac-898f-c3338d377c0b,bee18571-2df9-5961-a03c-e7655ea9d86b,add-another-element-as-property,Add another element as property ​,,1
73571975-9472-56a8-b5b4-b8f113d6e91a,bee18571-2df9-5961-a03c-e7655ea9d86b,why,Why? ​,"Sometimes we will need to have other element as children, and have more control on it than a dropzone. For example, to add an icon inside a button or to display a text where you forced the text value, but want to allow users to change its style. This is also a common pattern to initialize a dropzone content.",2
95112f3a-33a6-5bf9-9b75-33dc7d693af8,bee18571-2df9-5961-a03c-e7655ea9d86b,add-an-element-on-creation,Add an element on creation ​,See the Development process to load a base section in dev mod. We will replace the title by a ww-text component.,3
2c2264b9-91d3-551c-8a9f-d911aa3b2b42,bee18571-2df9-5961-a03c-e7655ea9d86b,ww-config-js,ww-config_js ​,The first step is to declare this property on the properties field of the configuration:,4
bf693a54-2eb9-5eed-a28d-1fc870089d6c,bee18571-2df9-5961-a03c-e7655ea9d86b,use-the-value-inside-the-template,Use the value inside the template ​,And it's done!,5
14d5f229-ebeb-5a38-9cd0-6a4e668da839,bee18571-2df9-5961-a03c-e7655ea9d86b,add-a-forced-props,Add a forced props ​,"Some elements can take special props when they are used inside another one. This is the case for ww-text : you can force the text content. In that case, users will no longer be able to edit the text content but can still customize the style of the element. This is very useful when your text is computed by internal logic. This is what we use for the Paginator element for example.",6
0fe6bd8c-ed54-5d81-8d84-124ae7144da0,bee18571-2df9-5961-a03c-e7655ea9d86b,add-an-element-dynamically,Add an element dynamically ​,"Sometimes, you will need to create an element after your component has been mounted, in response to a property change for example. Be aware that element creation is only available in the Editor context, so your code needs to be stripped from the production build. (See stripping here ) Example: you have a toggle to indicate if an icon is present or not. You create the icon element only when this option is active. You can use wwLib.createElement for that or wwLib.createElementFromTemplate , and the update:content event:",7
c574269b-5eb7-568e-aa09-d44526b86bfb,304b1a82-a602-5d92-b454-352fe9723618,add-content-property,Add content property ​,"See the Development process to load a base element in dev mod. We will add a title property on our section, so that the user can dynamically change the title of the section.",1
08585edd-c8c8-54b6-ac0d-c9787a8ad457,304b1a82-a602-5d92-b454-352fe9723618,ww-config-js,ww-config_js ​,The first step is to declare this property on the properties field of the configuration:,2
67d8eb54-ca12-52bb-b631-731108ccd62c,304b1a82-a602-5d92-b454-352fe9723618,use-the-value-inside-the-template,Use the value inside the template ​,And that's all!,3
72e5a752-165d-5f2d-8555-69068badbe55,bba9eacd-0459-5eb4-acbd-4d2a3975160c,add-a-responsive-content-property,Add a responsive content property ​,"See the Development process to load a base section in dev mod. We will add a titleFontSize property on our section, so that the user can dynamically change the font size of the title. We want this size to depend on the breakpoints.",1
037016d6-a3df-50f4-8984-5b4597e00a51,bba9eacd-0459-5eb4-acbd-4d2a3975160c,ww-config-js,ww-config_js ​,The first step is to add the default content value:,2
9e0faa01-edf0-5c00-bd16-0e359e24f937,bba9eacd-0459-5eb4-acbd-4d2a3975160c,use-the-value-inside-the-template,Use the value inside the template ​,We also comment the css style:,3
60b896d0-25dd-566c-8399-dd8e5823c838,bba9eacd-0459-5eb4-acbd-4d2a3975160c,change-the-ww-config-json,Change the ww-config_json ​,We will add a property inside ww-config.json to add a fontSize length input in the Style panel.,4
003a0e47-5a68-5dd2-9abf-4de35553ab41,bba9eacd-0459-5eb4-acbd-4d2a3975160c,test-it,Test it ​,"Change the breakpoint in the top right of the Editor navbar, and change the values of the different breakpoints.",5
1d473af5-5a24-5251-ae65-105cffb4cbfc,f8e8b46b-ba6c-5f2c-9bae-aecc727587f7,add-translated-content-property,Add translated content property ​,"See the Development process to load a base section in dev mod. We will add a title property on our section, so that the user can dynamically change the title of the section. We want this title to change depending on the language of the website.",1
a1a7ed47-ac84-5c7c-8dfe-d614ed5a9de7,f8e8b46b-ba6c-5f2c-9bae-aecc727587f7,ww-config-js,ww-config_js ​,The first step is to declare this property on the properties field of the configuration:,2
a3fde913-0cf9-5110-9690-4700824b2516,f8e8b46b-ba6c-5f2c-9bae-aecc727587f7,use-the-value-inside-the-template,Use the value inside the template ​,,3
9cce7ba3-335d-5eb5-a881-ced73a697942,1f8a1b2f-c118-5859-9444-054573998852,ww-config-js,ww-config_js ​,,1
9565b4ba-bc46-598f-932f-227692cdc58f,1f8a1b2f-c118-5859-9444-054573998852,options-autobycontent,options_autoByContent ​,"Type : boolean (default false ) Available for Element only Description : If true, width = auto will use your element size instead of the parent available space. For an example see the behavior of ww-button",2
33eff14c-628a-5a70-acc4-60aff4fc911d,1f8a1b2f-c118-5859-9444-054573998852,options-sizable,options_sizable ​,"Type : boolean (default false ) Available for Element only Description : If true, the editor will display handle to resize your element visually. For an example see the behavior of ww-image",3
f6599675-9901-5b06-b572-87166dd05b5d,1f8a1b2f-c118-5859-9444-054573998852,options-hyperlink,options_hyperlink ​,"Type : boolean (default false ) Available for Element only Description : If true, the editor will allow your component to be wrap inside an a tag.",4
f0cc8420-6928-56c3-8996-83a39947cc51,1f8a1b2f-c118-5859-9444-054573998852,editor-label,editor_label ​,"Type : translated text Available for Section and Element Mandatory Description : This is the text use by the editor to label your component through the interface (menu, navigator, ...)",5
a4cf9293-51b8-516e-a348-f750f06b335b,1f8a1b2f-c118-5859-9444-054573998852,editor-nohover,editor_noHover ​,"Type : boolean (default false ) Available for Element only Description : If true, the editor will not display an hover effect. Use this property if you want to handle yourself what you display on hover",6
002d35df-18cf-5a4f-8b2e-31052ceeafb6,1f8a1b2f-c118-5859-9444-054573998852,editor-infotag,editor_infoTag ​,Type : InfoTag or InfoTag[] or Function returning InfoTag or InfoTag[] Available for Section and Element Description : Let you add small tags info on your component floating menu.,7
7946b820-3ab0-5eeb-a9a0-c98e9ae16424,1f8a1b2f-c118-5859-9444-054573998852,editor-bubble,editor_bubble ​,Type : Boolean or {icon?: String; color?: String;} Available for Element only Description : Let you add a small bubble in the left top corner. Usefull for selection of container when children take all the content space.,8
38b43152-7266-5958-ae37-18c796b38adf,1f8a1b2f-c118-5859-9444-054573998852,properties,properties ​,"Type : An object with property name as key, and a property as value Available for Section and Element Description : Let you describe all your content properties",9
5e9dc6ae-0b0b-5d4e-8e4f-1830dfeb44ff,1f8a1b2f-c118-5859-9444-054573998852,triggerevents,triggerEvents ​,"Type : Array<{ name: String, label: translated text }> Available for Element only Description : Let you describe all the custom event your component can emit. Useful for custom workflows",10
a6ae2abe-b8d9-541b-9b08-b15808c0aa1f,5931aa64-66a0-5b0a-adfc-0814ca2da76f,component-interface,Component interface ​,,1
e21b8d08-9e01-585f-95bd-de7f1ba9fa8c,5931aa64-66a0-5b0a-adfc-0814ca2da76f,props,Props ​,,2
603ca6ed-97fc-5e70-988f-0a14d0c743fb,5931aa64-66a0-5b0a-adfc-0814ca2da76f,content,content ​,Type : Object Available for Section and Element Available in Editor and Front context,3
55dd53cb-9b56-58b1-ad88-a77dd2763c10,5931aa64-66a0-5b0a-adfc-0814ca2da76f,uid,uid ​,Type : String ID Available for Section and Element Available in Editor and Front context,4
b800aa18-7966-5f24-8159-a310632a3465,5931aa64-66a0-5b0a-adfc-0814ca2da76f,wweditorstate,wwEditorState ​,Type : Object Available for Section and Element Available in Editor context only,5
95091bcc-d8f5-57e3-975e-dfb8fb4c2037,5931aa64-66a0-5b0a-adfc-0814ca2da76f,wwfrontstate,wwFrontState ​,Type : Object Available for Section and Element Available in Editor and Front context,6
3ec733c1-a40a-5c85-afd9-320c4d214b7b,5931aa64-66a0-5b0a-adfc-0814ca2da76f,wwelementstate,wwElementState ​,"Type : Object Available for Element only Available in Editor and Front context Its a special property for advanced usage, basically to pass custom props to your component.",7
bcb526cf-2395-5483-b2a0-76308f02e1f5,5931aa64-66a0-5b0a-adfc-0814ca2da76f,event,Event ​,,8
bf5c3aa6-3a30-5d10-9c26-c4dd2c03512d,5931aa64-66a0-5b0a-adfc-0814ca2da76f,update-content,update:content ​,Type : Object Available for Section and Element Available in Editor only See also Update content,9
d3862795-5183-5607-80be-22720cea5f24,5931aa64-66a0-5b0a-adfc-0814ca2da76f,update-content-effect,update:content:effect ​,Type : Object Available for Section and Element Available in Editor only See also Update content,10
a7d01d0d-4caf-59b9-b821-0870ce61aa95,5931aa64-66a0-5b0a-adfc-0814ca2da76f,trigger-event,trigger-event ​,"Type : ""{name: String, payload: any}"" Available in Editor and Front context Description : Trigger workflow event",11
846d1852-0ec9-5354-932e-f5689ed71aeb,5931aa64-66a0-5b0a-adfc-0814ca2da76f,element-event,element-event ​,Type : any Available in Editor and Front context Description : Trigger event that will be available for the parent element,12
fe6b830a-a613-5841-a626-c496fe0c6bd2,5931aa64-66a0-5b0a-adfc-0814ca2da76f,update-sidepanel-content,update:sidepanel-content ​,"Type : { value: any, path: string } Available for Section and Element Available in Editor only See also Custom editor interface",13
d3cfd769-921c-5057-aa51-02babb7fb2c9,5931aa64-66a0-5b0a-adfc-0814ca2da76f,change-menu-visibility,change-menu-visibility ​,Type : `Boolean Available for Element only Available in Editor only Toogle menu visibility. Use by certain element to hide the menu,14
200f01b0-5f23-507d-ad5c-79dd8e122f45,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,content-property,Content property ​,Each content property is describe with an object which has the following properties.,1
de49abe2-8575-57cd-8ce4-7d57a6410d41,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,property-label,property_label ​,Type : translated text Mandatory Available for Section and Element Description : Label used by the editor on the edit panel interface,2
4293c4c9-6359-5c09-9e95-527e1a2a68b8,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,property-section,property_section ​,Type : style or settings (default is style ) Available for Section and Element Description : Determine in which panel's tab the property will be display,3
90bf61db-0b74-59a0-b6a1-03b0ece04e95,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,property-defaultvalue,property_defaultValue ​,Type : any Available for Section and Element Description : This the default value of the property if empty.,4
85726733-e781-5c02-abee-a44f7ab3605e,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,property-options,property_options ​,Type : Object or an EditorFunction returning an object Available for Section and Element Description : List of options pass to the ux component used in the edit panel. See available options (depending on the type) here,5
c810ef27-9c59-5c12-a193-2eca1cce0c3e,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,property-type,property_type ​,Type : string Mandatory if your property is not hidden Available for Section and Element Description : The type of your property. It is used to know which user interface display to edit your property inside edit panel. A complete list of available types are availabe here,6
67a28c2c-b0ff-57cd-b43b-9acec57ccf18,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,property-multilang,property_multiLang ​,Type : boolean (default false) Available for Section and Element Description : Will treat your property as a translated object See also Add a translated text property,7
84a00a5f-efba-53b0-9519-7f4c8feb2120,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,property-responsive,property_responsive ​,Type : boolean (default false) Available for Section and Element Description : Indicate that your property can be different depending on the current screen See also Add a responsive property,8
239a8e44-bda7-53a3-be1c-2328bc26937a,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,property-states,property_states ​,"Type : boolean (default false) Available for Element only Description : Indicate that your property can be different depending on the current state (hover for example, or a custom one) See also Use element state",9
e31a9a15-e514-549a-b62f-2c2c43e30065,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,property-bindable,property_bindable ​,Type : boolean | list | repeatable (default false) Available for Section and Element Description : Indicate that your property can be binded. The type of binding depend on the value true : bind to a primitive list : bind to an array repeatable : special binding to connect to a dropzone and repeat content See also Add a bindable property and Add a dropzone,10
7ae232ed-3bf7-5756-a071-66967f7ecca1,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,property-editoronly,property_editorOnly ​,"Type : boolean (default false) Available for Section and Element Description : Indicate if this property is only needed in editor. The data will not be saved inside content, and can be retrieve and modified in an other way. This is usefull for adding some editing logic See also Custom editor interface",11
e2fa0f15-c39d-51b0-aa00-8fbf5b6cc4ac,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,property-hidden,property_hidden ​,Type : boolean or an EditorFunction returning a boolean (default false) Available for Section and Element Description : Indicate if this property should be hidden from the EditorPanel. This is usefull for dropzone or if you provide yourself a custom way to edit this property See also Custom editor interface,12
a9a496c8-6f1b-545c-a222-58c6cedb8ea3,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,editor-function,Editor Function ​,"Some options of a content property can take a function rather than static value. This enable a better UX experience by making the sidepanel dynamic. The arguments of this function are: content : the current content of the component sidepanelContent : the current editor only content of the component boundsProps : an object with property name as prop, and true as value if the props is currently bound",13
d17c066e-b127-51b9-a4cb-1594a7a8a67d,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,available-types,Available Types ​,,14
e14a1f3e-8058-52e2-8453-427dbdc6ce37,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,array,Array ​,,15
906f85f7-3c39-538c-864f-5efdb4eec11a,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,bigbuttons,BigButtons ​,Used to display a button on the edit panel.,16
19255a3b-3931-5d75-9936-f9199ac0b728,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,bigiconradiogroup,BigIconRadioGroup ​,,17
af8215d8-486b-5860-b0b7-c4b25538bec3,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,button,Button ​,Used to display a button on the edit panel.,18
d589e727-73a7-5319-8cb3-5d983a67bdbe,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,color,Color ​,Return a string,19
052f6db7-31b5-5de0-a3b1-39a80ec7504b,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,cssfilter,CssFilter ​,Return a string,20
e3bd928c-aad3-5e92-a128-97716cb49bd6,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,fontfamily,FontFamily ​,Return a string,21
3fa490b7-e41f-5665-95cb-db6d0d2ec9f3,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,icon,Icon ​,Return a string,22
26a3f25c-a796-5374-8c60-354b35b972d5,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,image,Image: ​,Return a string representing an image path,23
b2dafd1d-768e-55c8-91db-b53cc2e835ad,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,info,Info: ​,,24
52cfdf02-6bf1-5eb2-abca-b04b4d442f2e,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,length,Length ​,Return a string representing a length (value + unit),25
40da5e1c-6281-5cb0-926b-de1c737cc04b,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,number,Number ​,Return a Number,26
997faaf3-f0ef-56c3-a55c-f645103d58be,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,object,Object ​,This is usefull if you want nested properties. We still encourage you to use as flat as possible content.,27
1ec68291-7448-529c-9c96-198dfc954a45,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,onoff,OnOff ​,Return a Boolean,28
f7b61a6a-83c6-5fa3-a48e-89945adc7eca,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,script,Script ​,Return a string,29
7fefd2aa-2107-543e-bd62-dd9ba778177a,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,section,Section ​,Return a section id,30
a27de34d-129d-5e0b-80d7-897c433ab2e4,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,shadows,Shadows ​,Return a string,31
dfb82c62-b867-502f-9184-f3670fbc993c,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,text,Text ​,Return a string,32
8cc045ab-6092-5892-82f5-5e962e48d8c8,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,textarea,Textarea ​,Return a string,33
d9b13d3a-6c29-52ff-ae58-f7c467991291,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,textradiogroup,TextRadioGroup ​,Return type of value,34
1ee36f95-1db0-576f-a754-d7488626b836,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,textselect,TextSelect ​,,35
b8ed64e1-f363-5d77-8939-3443934fc6f3,7104af7a-ad68-57aa-aa6d-34b4e382ddd9,video,Video ​,Return a string,36
98bed39e-ce81-56ad-b740-134c14e8e892,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,weweb-io-objects,weweb_io objects ​,,1
7dffc717-7e92-5109-a9d7-32eafe3cd8fe,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,editor-properties,Editor properties ​,weweb.io Editor handle by default some properties of your component listed below. Do not handle them yourself,2
30b5a586-4b84-5feb-a5b6-cc8a5ab0ed39,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,section,Section ​,Height of the root html element Max width of the root html element Positioning of the root html element content Padding and margin of the root html element Background of the root html element Borders and Shadow of the root html element Tag of the root element,3
97994bec-989d-50a6-8951-995065c427de,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,element,Element ​,"Width, max-width, height of the root html element Positioning of the root html element content Padding and margin of the root html element Background of the root html element Borders and Shadow of the root html element Id and class of the root element Link wrapping your whole element",4
dd6fe362-52b0-522c-b71b-10d60b94694e,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,translated-text,Translated text ​,"weweb.io use a custom way to handle translation. We use object with lang as key to store the different variants. Value can be anything (usefull for handle any kind of content which need to change depending on the locale) To ""translate"", use wwLib.wwLang . See also Add a translated text property",5
30542c12-a40d-58a1-8271-5365b1855a5d,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,wwlib-global-variable,wwLib global variable ​,,6
fb7efa0a-55ec-512d-a61f-a871f03f90de,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,wwlib-wwlang,wwLib_wwLang ​,,7
a472b403-a81b-59e7-b856-c6b72f2a2c41,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,wwlib-createelement,wwLib_createElement ​,,8
5ae627d9-75cc-50a8-ab92-30c2fa7ab3db,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,wwlib-createelementfromtemplate,wwLib_createElementFromTemplate ​,,9
bced6929-874d-5666-a3e7-30e039c65beb,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,wwlib-getfrontwindow,wwLib_getFrontWindow ​,,10
f714133c-efc7-5962-97be-c44478fa6253,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,global-components-and-directive,Global components and directive ​,,11
6099933b-7ae5-59be-bfb5-50af95309b1d,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,wwlayout-component,wwLayout component ​,"This is a Vue component which allow to have a dropzone. See more here . It just repeat children elements, and handle drag and drop for you. You still need to handle the css yourself. Available props: tag: String : change the tag root element direction: 'column' | 'row' (default column): Change the ux of the dropzone. You are still responsible of the css to display children disableDragDrop: Boolean (default false): Disable the drag and drop if you are handling child add/remove yourself Events: update:list : Emit each time a child element is added or removed",12
7d674879-3d2e-5491-a1c6-060d1c440079,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,wwelement-component,wwElement component ​,,13
4b165c1c-99fd-55df-8346-d49df5d8e2eb,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,wweditabletext-component,wwEditableText component ​,,14
62713d39-a5e1-557e-ad37-3e1c3826de56,ef631ff6-ef14-5c28-9e66-ad9ff30685cf,ww-responsive-directive,ww-responsive directive ​,,15
327ade6d-813d-58b9-b896-f5158219d4fd,c203448b-9ba8-5284-865d-20e551185189,ww-config-js,ww-config_js ​,,1
15f49573-7009-55c2-80f6-85e0425c5b85,c203448b-9ba8-5284-865d-20e551185189,options-autobycontent,options_autoByContent ​,"Type : boolean (default false ) Available for Element only Description : If true, width = auto will use your element size instead of the parent available space. For an example see the behavior of ww-button",2
225b88d2-3679-5255-8f97-e280872f3f7a,c203448b-9ba8-5284-865d-20e551185189,options-sizable,options_sizable ​,"Type : boolean (default false ) Available for Element only Description : If true, the editor will display handle to resize your element visually. For an example see the behavior of ww-image",3
b187a26a-9d21-56ac-9f69-72a2dcb26ad6,c203448b-9ba8-5284-865d-20e551185189,options-hyperlink,options_hyperlink ​,"Type : boolean (default false ) Available for Element only Description : If true, the editor will allow your component to be wrap inside an a tag.",4
a4d88953-79bf-559b-bbd6-0b302d797426,c203448b-9ba8-5284-865d-20e551185189,editor-label,editor_label ​,"Type : translated text Available for Section and Element Mandatory Description : This is the text use by the editor to label your component through the interface (menu, navigator, ...)",5
e26c9b35-af6e-5a02-9c83-dfd308555abe,c203448b-9ba8-5284-865d-20e551185189,editor-nohover,editor_noHover ​,"Type : boolean (default false ) Available for Element only Description : If true, the editor will not display an hover effect. Use this property if you want to handle yourself what you display on hover",6
93ee589d-292f-5f48-8095-b77daf2c5e04,c203448b-9ba8-5284-865d-20e551185189,editor-infotag,editor_infoTag ​,Type : InfoTag or InfoTag[] or Function returning InfoTag or InfoTag[] Available for Section and Element Description : Let you add small tags info on your component floating menu.,7
ca3efd09-6631-55b9-9374-9be23bfa9624,c203448b-9ba8-5284-865d-20e551185189,editor-bubble,editor_bubble ​,Type : Boolean or {icon?: String; color?: String;} Available for Element only Description : Let you add a small bubble in the left top corner. Usefull for selection of container when children take all the content space.,8
ed3124fd-4f59-5fb9-9866-47a82e1e292a,c203448b-9ba8-5284-865d-20e551185189,properties,properties ​,"Type : An object with property name as key, and a property as value Available for Section and Element Description : Let you describe all your content properties",9
8d02c5d7-1c6c-5c2b-b132-2f6821fd0095,c203448b-9ba8-5284-865d-20e551185189,triggerevents,triggerEvents ​,"Type : Array<{ name: String, label: translated text }> Available for Element only Description : Let you describe all the custom event your component can emit. Useful for custom workflows",10
1c3cff7e-96ee-53c2-8564-671a63fd401d,42f955bf-074d-51bc-bfb5-38791a37102c,anatomy-of-a-component,Anatomy of a component ​,,1
b05fb1b1-25b4-51e6-8f11-3c3c4c2218c6,42f955bf-074d-51bc-bfb5-38791a37102c,pre-requisites,Pre-requisites ​,We consider that you are familiar with Vue development. You can see the excellent Vue documentation here . There are two files you will edit: src/wwElement.vue or src/wwSection.vue which is the Vue component displayed in the Editor and the published web-app. ww-config.js which describes the different properties of your component so that WeWeb knows how to interact with your component,2
924dab24-cc73-5dfe-b05d-e17cb84c899c,42f955bf-074d-51bc-bfb5-38791a37102c,vue-component,Vue component ​,"See the Development process to load a base component in dev mod. For now your Vue component is simple. It received the content props from the Editor, and uses it to add some style on text: The content props is where your component's editable data lives. Each time this content changes via the Editor, the component will receive a new updated content object and, thanks to Vue's reactivity, your component will refresh its template. content can have any shape you want, but we encourage you the keep it as flat as possible, because it interacts better with a lof of WeWeb features. You can put any style and html you want to your component. Just keep in mind that your root element will be editable via WeWeb's default editor. It is also required that your template has a root element, and is not a fragment.",3
c65fddd6-e15a-5ef5-951d-b20e6f372574,42f955bf-074d-51bc-bfb5-38791a37102c,ww-config-js,ww-config_js ​,"This file describes the metadata of your component. All the desired properties of your content need to be listed here. You also have a lot of options to customize the Editor's side panel, the different menus and interactions inside WeWeb's Editor: editor describes the interaction of your component inside the WeWeb Editor label is a translated text used by the Editor for the menu, side panel titles, or navigator A lot of other options are available, there are listed here properties is an object which describes all your content properties Each content property will describe the corresponding property inside content (if your property name is textColor , it will be available in this.content.textColor ) type lets WeWeb's Editor display the correct user interface to edit your property. A list of all available types and their options are available here",4
c3ac28c3-b7bb-538e-89f7-362b339e0f5e,42f955bf-074d-51bc-bfb5-38791a37102c,your-turn,Your turn! ​,If you want to add more properties take a look at our cookbook. Add a property Add a dropzone Add a responsive property Add a bindable property Add a translated text property,5
3bb55db7-9fb9-57ef-beeb-3ea8dacf21cf,3ca53ead-c7ed-5e7e-955f-c8d4c5eb7e28,custom-editor-interface,Custom editor interface ​,Soon,1
